Image,Question,Answer,Predict
bc65d8c82c97c6e,How are the berries near the left edge arranged,scattered,in a bowl
bc65d8c82c97c6e,What color are the raspberries,red,red
bc65d8c82c97c6e,Where are the Dutch Babies presented,on the white cloth,on a plate
43f16eb0ce00b22,How does the bacon appear on the surface,glistening,crispy
43f16eb0ce00b22,What type of meat is shown in the image,bacon,pork
43f16eb0ce00b22,What color is the exterior of the bacon,dark brown,crispy brown
43f16eb0ce00b22,Where are the two pieces of bacon positioned relative to each other,separated by,"one piece is on the left, one piece is on the right"
603ff0b14e008eb,What type of meat is shown in the image,bacon,bacon
603ff0b14e008eb,Where is the bacon being cooked,oven,there is no bacon in the image
603ff0b14e008eb,Where is the bacon placed in the oven,on a wire rack,on a rack
dd10c756d295fd9,What color are the bagel bites,golden-brown,light yellow
dd10c756d295fd9,What type of food is shown in the image,bagel bites,bagel balls
dd10c756d295fd9,Where are the bagel bites located in the image,blue,there are no bagel bites in this image.
dd10c756d295fd9,How many bagel bites are broken,in the bottom half,One
dd10c756d295fd9,What color is the plate in the image,broken,white
4ffc92ecaab59bc,What color are the bagels,golden-brown,There are no bagels in this image.
4ffc92ecaab59bc,What type of food is shown in the image,bagels,"bagel, donut, and bagel with a hole in the middle, mocha coffee and donuts, and a salad with brussels sprouts."
4ffc92ecaab59bc,What gives the bagels a speckled appearance,spice,pepper flakes
4ffc92ecaab59bc,Where are the bagels placed,on a wire rack,on a cooling rack
cc3286afe2ca6f4,What type of bread are the bagels made of,pumpernickel,"none, the dish is a bagel is not made of bread"
cc3286afe2ca6f4,What color are the bagels,brown,brown
cc3286afe2ca6f4,What food item is being described,bagels,"A meal of mocha coffee, fried pork, coleslaw, and bagels."
cc3286afe2ca6f4,Where are the bagels placed,on a black wire rack,on a cooling rack
cc3286afe2ca6f4,What color are the sesame seeds on the bagels,white,white
66d008af21ff8da,What color is the bagel on the left,golden-brown,golden-brown
66d008af21ff8da,What is the state of the cheese on the right bagel,melted,melted
66d008af21ff8da,What is the bagel placed on,plate,a plate
66d008af21ff8da,What type of seeds are on the bagel on the left,sesame,sesame seeds
66d008af21ff8da,Where is the golden-brown bagel located,on the left,on the left
63f9b9692722870,What color is the baking dish,white,white
63f9b9692722870,What is the main ingredient in the top layer of the bake,cheese,cheese
63f9b9692722870,"What are the small, dark brown pieces within the cheese",sausage,crumbled bacon
63f9b9692722870,What color are the cooked sausage pieces,brown,brown
63f9b9692722870,Where are the sausage pieces located,within the cheese,in the dish
3a687442b546d06,What color is the smoothie,beige,brown
3a687442b546d06,What fruit is used to make the smoothie,bananas,bananas
3a687442b546d06,What color is the straw,yellow,yellow
3a687442b546d06,Where are the bananas located,to the left of,to the left of the jar
be6202dbef60502,What color are the chocolate chips on top of the loaves,brown,brown
be6202dbef60502,What type of chips are on top of the loaves,chocolate,chocolate chips
be6202dbef60502,What shape are the loaves,loaves,rectangular
be6202dbef60502,What color is the crust of the loaves,golden-brown,golden brown
be6202dbef60502,Where is one loaf angled towards,towards the center,left
eba8e48373f79c5,What type of fries are shown in the image,fries,french fries
eba8e48373f79c5,What color are the fries,brown,golden-brown
eba8e48373f79c5,What color is the plate,white,white with a black and brown design
eba8e48373f79c5,Where are the fries placed,on a plate,on a plate
4880300b48ec41e,What fruit is used in the dish,bananas,There is no fruit in this dish.
4880300b48ec41e,What color are the bananas,golden-yellow,yellow
4880300b48ec41e,What liquid are the bananas immersed in,in coconut milk,milk
4880300b48ec41e,What is the food served in,bowl,a bowl
aa269a3e332dd1e,What color are the banana tempura pieces,golden-brown,golden-brown
aa269a3e332dd1e,What fruit is used to make the tempura,banana,"none, this is a savory dish"
aa269a3e332dd1e,How are the banana tempura pieces arranged,together,in a pile
aa269a3e332dd1e,What type of dish is the banana tempura,tempura,Banana tempura is a type of fried banana dish.
aa269a3e332dd1e,What is the shape of the banana tempura pieces,irregular,oval
7fbda1224d53057,What color is the banana,yellow,yellow
7fbda1224d53057,What fruit is cut lengthwise into four pieces,banana,banana
7fbda1224d53057,What color is the bowl,white,white
7fbda1224d53057,Where is the yogurt placed,on top of,on the banana slices
7fbda1224d53057,What color are the blueberries,dark blue,blue
79ff76ebd665917,What color are the persimmon bars,golden,orange
79ff76ebd665917,What is the shape of the food items,bars,square
79ff76ebd665917,What color is the icing on the persimmon bars,white,white
016070192578a84,What color is the chicken,reddish-brown,golden brown
016070192578a84,What type of meat is shown in the image,chicken,pork
016070192578a84,What color is the rice,white,white
016070192578a84,Where is the chicken positioned in relation to the rice,on top of,on top
016070192578a84,What color are the lime wedges,green,green
880233b6f196640,What is the barley beef stew a mix of,mix,"beef, carrots, onions, and barley"
880233b6f196640,What color is the bowl,white,white
880233b6f196640,How is the barley dispersed in the stew,dispersed,scattered
880233b6f196640,What color are the diced carrots,orange,orange
880233b6f196640,What type of meat is in the stew,of beef,beef
ce69b21f2bd939f,What color is the rice,white,white
ce69b21f2bd939f,What type of meat is on top of the rice,chicken,chicken
ce69b21f2bd939f,What color are the onions,brown,white
ce69b21f2bd939f,What color are the basil leaves,green,green
ce69b21f2bd939f,Where is the rice located,at the bottom,underneath the other ingredients
6a5c1c9d36c3e55,How are the Sea Bass fillets arranged in the dish,overlapping,side by side
6a5c1c9d36c3e55,What type of fish is being served,sea bass,halibut
6a5c1c9d36c3e55,What color is the interior of the Sea Bass fillets,white,white
6a5c1c9d36c3e55,Where is the first Sea Bass fillet located in the dish,on the left side,on the left
6a5c1c9d36c3e55,What color are the scallions sprinkled on top of the fish,green,green
63557262258d2b9,What tint do the sea bass fillets have,yellowish,white
63557262258d2b9,How are the pieces of dill arranged on the fillets,scattered,scattered
63557262258d2b9,What type of fish is shown in the image,sea bass,"There is no fish in the image, but there is a fish-shaped food."
63557262258d2b9,Where are the sea bass fillets placed,on the rack,on a plate
63557262258d2b9,What color are the pieces of dill on the fillets,green,green
0681647b77c7278,Does the batter have a smooth texture,smooth,"yes, the batter appears smooth"
0681647b77c7278,Is the batter made of cottage cheese and brownie ingredients,batter,"No, the batter is made of mocha ingredients."
0681647b77c7278,Is the batter light brown in color,brown,Yes.
0681647b77c7278,Are the chocolate chips on top of the dollop,on top,yes
0681647b77c7278,Are there chocolate chips scattered around the jar,yes,yes
58477a44062ce7f,What is the flavor of the Elaine's Sweet and Tangy Loose Beef BBQ,tangy,sweet and tangy
58477a44062ce7f,What type of meat is used in the Elaine's Sweet and Tangy Loose Beef BBQ,beef,beef
58477a44062ce7f,What color is the top bun of the Elaine's Sweet and Tangy Loose Beef BBQ,tan,light brown
58477a44062ce7f,What color is the plate that the Elaine's Sweet and Tangy Loose Beef BBQ is served on,orange,orange
4b14434d6c946ae,What is the texture of the meat in the Carolina BBQ,shredded,shredded
4b14434d6c946ae,What is the main component of the Carolina BBQ,meat,pork
4b14434d6c946ae,What is the appearance of the sauce on the meat,coating,thick and orange
4b14434d6c946ae,What color is the crust of the bun,yellowish,light brown
a6476d1a8bc7334,What type of meat is shown in the image,chicken,"None, the image shows a bowl of hummus with crackers and some brussels sprouts."
cc4a281c77aaedf,What color is the BBQ sauce,reddish-brown,brown
cc4a281c77aaedf,What type of meat is being grilled,ribs,pork
cc4a281c77aaedf,Where are the ribs being cooked,grill,on a grill
cc4a281c77aaedf,How is the BBQ sauce distributed across the ribs,unevenly,thinly spread
cc4a281c77aaedf,Where is the BBQ sauce primarily located,on the top,on the pork
7b7b1a6c35b0571,How do the green beans appear,tasty,cooked
7b7b1a6c35b0571,What is used to cook the green beans,pan,a pan
7b7b1a6c35b0571,What color are the green beans,green,green
7b7b1a6c35b0571,What type of beans are in the pan,green beans,green beans
7b7b1a6c35b0571,Where are the green beans mostly concentrated,in the center,in the center
4992817db78e3f2,What color are the pinto beans,reddish-brown,brown
4992817db78e3f2,What color are the diced carrots,orange,orange
4992817db78e3f2,What are the pinto beans mixed with,with other ingredients,tomatoes
4992817db78e3f2,What is the pinto beans served on,plate,over pasta
f6a053c5e1893f9,What color are the string beans,green,green
f6a053c5e1893f9,What type of vegetable is in the bottom center of the image,beans,green beans
f6a053c5e1893f9,How are the string beans arranged in the image,tangled,scattered
f6a053c5e1893f9,Do the string beans overlap any other food in the image,yes,"Yes, the green beans overlap the pork slices"
f6a053c5e1893f9,Where are the string beans located in the image,in the bottom center,on the right side of the plate
441fcc9cb344ba1,How would you describe the surface of the beans,glossy,shiny
441fcc9cb344ba1,What type of vegetable is shown in the image,beans,Brussels sprouts
441fcc9cb344ba1,What seasoning or characteristic is visible on some of the beans,peppered,blackened
441fcc9cb344ba1,How are the beans arranged in the image,overlapping,They are scattered on the plate.
441fcc9cb344ba1,Where are the beans located in the image,throughout the entire image frame,The beans are located in the center of the image.
993feff14891476,What color are the beans primarily,tan,pinkish-brown
993feff14891476,What is the food served in,bowl,a bowl
993feff14891476,How much of the bowl do the beans occupy,fill,The beans occupy most of the bowl.
993feff14891476,What color is the broth surrounding the beans,brown,brown
993feff14891476,Where are the beans located in the broth,in the broth,in the bowl
21e2637de941dd5,How are the peppers prepared,sliced,sliced
21e2637de941dd5,What type of meat is used in the dish,beef,ground beef
21e2637de941dd5,What color is the ground beef,brown,brown
21e2637de941dd5,What is the ground beef mixed with,with peppers,peppers
f546b3a3af7abd8,How was the beef cooked,slow,roasted
f546b3a3af7abd8,What color is the roast beef,reddish-brown,brown
f546b3a3af7abd8,What type of food is shown in the image,meat,a plate of food
f546b3a3af7abd8,Where is the roast beef positioned in the frame,in the upper-right portion,towards the top of the frame
253f5d3a1d7e9f7,What color is the slushy at the bottom of the mug,brown,brown
253f5d3a1d7e9f7,What color is the foam at the top of the mug,white,white
253f5d3a1d7e9f7,Where is the thick layer of white foam located,at the top,on top of the mocha coffee
02c1cb3e79e9c55,What are the drinks served in,glasses,mugs
02c1cb3e79e9c55,What color is the shandy in the right glass,amber,golden brown
02c1cb3e79e9c55,Where are the lime wedges placed,surface,next to the glasses
344194d426c2abd,What color are most of the beets in the bowl,red,red
344194d426c2abd,What is the main ingredient in the bowl,beets,potatoes
344194d426c2abd,What color are the herbs scattered among the beets,green,green
53e3760a31b1ff1,What color is the base of the cake,yellow,golden brown
53e3760a31b1ff1,What type of dessert is shown in the image,cake,cake
53e3760a31b1ff1,What is the cake placed on,on a clear glass,a cake stand
2a66270884effd6,What color are the biscuits primarily,yellow,golden brown
2a66270884effd6,What type of baked goods are shown in the image,biscuits,cookies
